@relation Twitter

@attribute sentiment {pos,neg}
@attribute text string

@data
pos,'i\'m so glad everyone loves The Maine as much as i do '
pos,'I\'ve got too many good things to list just one...  URL'
pos,'on my way up to mt high. '
pos,'Enjoy the swimming pool. Don\'t get too tan '
pos,'that\'d be neat-o  even a high-level summary.'
pos,'Cheap way to get hits to your Flickr page, get picture of half naked models in store window: URL Merry Christmas! '
pos,'You know you could go to Ryans and get all the burgers you like '
pos,'hello '
pos,'I know I love my cloud heart - that\'s what i did online instead of housework earlier today. Tweaked my Twitter '
pos,'That *is* indeed embarrassing... '
pos,'LOLz  RT USER some days bak i\'d tweeted abt the bangladesh taj mahal. apparently it was media hogwash. URL'
pos,'Aloha twitterland, hope you are all having a lovely Christmas '
pos,'6:14 AM and I have written two blog posts already.  I can go back to sleep til noon and still feel accomplished.  '
pos,'6:14 AM and I have written two blog posts already.  I can go back to sleep til noon and still feel accomplished.  '
pos,'Now following USER '
pos,'Restraining order?  Is Al Franken stalking Norm Coleman?  '
pos,'I could have hammered you, but instead chose positivity...like such.  \"I bet you went to school with lots of pretty girls, sir!\"'
pos,'I could have hammered you, but instead chose positivity...like such.  \"I bet you went to school with lots of pretty girls, sir!\"'
pos,'lol...I could go to McDonalds and get loads of salt sachets...and I mean loads. Maybe a builders merchant would be better '
pos,'Musical investigation is suppose to be as long as my world literature paper.. '
pos,'I got asked if I wear eye liner last night. That\'s the 3rd time this week. Clarify: no make up for me! '
pos,'awww thank you bebe. aint no thang. i am good! '
pos,'Same here. Maybe we\'re related. '
pos,'I\'m quoting by project based on Bowerman\'s advice, and it\'s like a little miracle.  I make more, clients balk less.'
pos,'Merry xmas evryone'
pos,'U could ship it to the resort Im staying at:p I can never have enough wine! Plus it\'s in Feb just don\'t block me on here B4 then;)'
pos,'welcome to twitter USER '
pos,'Just woke up. Had a good night sleep '
pos,'i just got up i had a busy day out.but i fell asleep on my face now i have a inprint on my face i look like a trigger how lovely '
pos,'Yes, potty training is in the near future.  Just as soon as I feel like doing it.  '
pos,'Only Emma could make FAD theft seem cute.  At least it\'s in stores now so u can easily get another copy?'
pos,'About to finally make some dinner and hopefully get to sleep before midnight! '
pos,'I think old man winter deposited his dandruff around the Albany area. '
pos,'I think old man winter deposited his dandruff around the Albany area. '
pos,'Merry Christmas Eve '
pos,'wow i have a big headache right now but the good thing is the sun is out in England today '
pos,'wotcha mate - tomc here from bigchill forums '
pos,'psh love it. Paid 139 and justified it. I\'m way too happy with the album. Now if only they would hit the stage. '
pos,'oh well WTF lol add that to your list of \"Stephen told me to watch\", it\'s fucking awesome, Will is amazing in it '
pos,'Thx girl! We have had a great Christmas.  We are both exhausted too. Hope you & the hubby had a magical day! xoxo'
pos,'yea happy american turkey day!  You guys have a nice evening.'
pos,'Hope every 1 had an AWESOME Christmas '
pos,'Oh, me too. But I\'m not holding my breath waiting for that to show up in the App Store. '
pos,'Is eating, being a fatty  but a happy one'
pos,'yum yum, too bad I don\'t live closer  LOL!'
pos,': I\'m laughing b/c you\'re going to give me a split personality complex  KEEP EM! & if i can help again PLEASE let me know.'
pos,'Dang, well I\'ll be stomping nonetheless but shall leave a 2x2m space for you if you make it out '
pos,'20 minutes through christmas eve so far here in Ireland  Will go to bed soon'
pos,'hey hansome   did you get me private mesage the other day?'
pos,'hope it went well and you powered on through '
pos,'headed to lunch with Mark Eaton: URL ... yeah, I\'m bragging.  We\'re going to *his* restaurant '
pos,'Even if we admit to be slackers who didn\'t get any cards out this year? '
pos,'yes - I wouldn\'t knock it back - now just have to work out how to make it a daily occurrence '
pos,'you should definitely spend a few more bucks and go with the 8gb. '
pos,'Hearing some interesting stories about Abramovich in Iceland.. '
pos,'entirely my point. '
pos,'There\'s a new family at RTCS/Immanuel OP--the Rampelts. They have 5 kids and they all have British accents. '
pos,'Ok you take care. have fun packing'
pos,'URL - Sleeping puppies. . . How cute '
pos,'I\'m running workshops in a school system tomorrow where it\'s a good bet that Twitter will be blocked. I\'ll miss you all. Good Night '
pos,'Don\'t you ever sleep? '
pos,'1 Password Licenses are now spoken for '
pos,'I wish I was kidding... she was cool about it though, musta been my red face '
pos,'Woke up in another lifetime it\'s a shame it\'s just not right... '
pos,'thank you '
pos,'Yes \"christmassy\" day went well, kids behaved for a change, a nice day had by all should have got some work don but what the hell'
pos,'Such a busy, busy day. But the newly 5-yr old had a great day  Brrr for the blizzards.....!'
pos,'just opened your letter! '
pos,'Or I guess I could grow a pair and say no. But they are good to eat!'
pos,'RT USER It\'s 2009! Time to watch this and get ready URL '
pos,'Me neither! Thanks for checking out the video, pal '
pos,'sorry on the wrong track here, observation makes even more sense, but tougher to get publicity for a non-survey '
pos,'Ohh kool  Any story work don\'t forget USER '
pos,'(useful) RSS feeds will be available from JISCMail shortly   But T&C may inhibit reuse  - URL'
pos,'Well, although there was no prize, I\'m glad that I\'m a benchmark tweep! Congratulations '
pos,'indeed it is! '
pos,'Hey Marc. What was the web site who was \"repurposing\" your show? We\'ve got mefeedia doing the same to us now! '
pos,'Thanx for the follow   Beautiful jewelry designs!'
pos,'You go girl!!!  That\'s so cool!! SMarty pants '
pos,'Happiness '
pos,'4 out of 6 new followers today were suspended accounts. I guess spammers are finally starting 2 use twitter '
pos,'Yay! Gunna go see George Lopez mañana!!! '
pos,'Found the icon on Google Images, naturally   All sorts of stuff can be found there.  Hehe'
pos,'dharma doesn\'t want you '
pos,'No serious... I\'m sitting in the living room cleaning the coffee table with Pledge '
pos,'excited to install said wordpress plugin '
pos,'Just posted a flag counter for my blog... this should be interesting  URL'
pos,'Just posted a flag counter for my blog... this should be interesting  URL'
pos,'thank you for the kind words about my art '
pos,'Thanks fer the follow in Hawaii... '
pos,'lol - agreed, but i\'ve never read a post about it, nor heard any interesting information, tales, insight, etc '
pos,'lol - agreed, but i\'ve never read a post about it, nor heard any interesting information, tales, insight, etc '
pos,'I\'m feeling like making a gingerbread house! '
pos,'whoa! USER just got into the terabyte club!! 1TB ext hdd from NP. lage haath i also ordered one on phone '
pos,'Should really be in bed already - up at 8.30 for last minute preps for #IT2008   nervous in anticipation.. updates from my iPod later...'
pos,'Sitting at the beauty shop.  Thank God for Chris! He drove me here in the snow & ice. I would have crawled he.. URL'
pos,'-sorry!  i changed PW and think it is fixed.  It was not really me'
pos,'- Warnanya keren mas  Ga biasa tapi jadinya keren banget! :D'
pos,'Great minds think alike, any ideas where to buy from? I\'m looking for a BARGAIN '
pos,'We just uploaded a fix for the 26 users with USER  Can you login now?\nThanks for the nice comment re PeopleBrowsr. Cheers'
pos,'Anything for you! '
pos,'if you want a santa hat, add a note in Flickr HO HO HO HAT & it adds the hat. BEARD is a white beard  Merry Christmas GV! '
pos,'Just narrowly avoided a knife dropping from draining board onto the floor. Talk about reflexes! A bit more drastic than a shoe, I think. '
pos,'a IVF vacay? to prague? '
pos,'Just got my Mum an Elvis Presley framed picture and Gold record thing.  Hope she likes it!'
pos,'totally, but you\'ll have to give me an email address because it\'s too much to explain in tweet form '
pos,'Ok. EDWARD CULLEN snt me a rqst fr accss to my posts!! USER burst my bubble & pay the consequences. My life is complete  too far I know'
pos,'Ok. EDWARD CULLEN snt me a rqst fr accss to my posts!! USER burst my bubble & pay the consequences. My life is complete  too far I know'
pos,'will have to check out Hard Times Cafe, next to Clarendon on Wilson Blvd, per your rec. Will also review it via USER '
pos,'Write! And hope the snow melts so that you can still come over tonight. '
pos,'we lost but he did great! '
pos,'just lots of little things. Nothing major. '
pos,'Cap 1Cns Good wk to launch business projects/new money making ideas. Growth potential VERY good. Do what you do best, Cappy. Make money. '
pos,'this is not looking good  ... there\'s supposed to be snow and an ice storm here'
pos,'Oh picked up last xmas gift today, so got away with not knitting. Got cool recycled glass platter and lg bowl instead '
pos,'Take care of yourself man  rest is good for you'
pos,'I just made my first sale on my new site!!! 6 blu-rays!!! '
pos,'wah, belum tidur ternyata '
pos,'i changed my twitter username,, you might update hamtwits '
pos,'On my way to work. 2009 here I go.  planning on hitting the gym and some gaming after work.'
pos,'glad to hear it '
pos,'doh, just submitted... but I trust they did not, it was hideous, you do better work than that, I know! '
pos,'I was just giving you a hard time. I didn\'t take it that way, but nothing wrong with being a star. I\'m a star '
pos,'haven\'t used photoshop in a while. it\'s still sucky. '
pos,'- so you like my rosetta stone analogy?!!'
pos,'but my brain is always thinking about pedagogy... It\'s why I walk into things... And you\'re Amanda too so it counts '
pos,'wow, around 4 hours recording bumpers and ep. 37 narrative. Solid. '
pos,'The smell of homemade gumbo fills the house...  Snowy Sundays aren\'t so bad.  '
pos,'Geez. Couldn\'t sleep till 9am, then when I was finally about to drift off, a F*CKING PIPE BURST (cool scene.) Now I\'m up '
pos,'peace and strength to you. It gets better '
pos,'naaaaah, increase to 50 slides and change em every 20 seconds '
pos,'Glad to hear that '
pos,'you are'
pos,'LOL damn. great article though. too bad it seems to be airplaning for someone '
pos,'lol i wish lol hehe love to  meet you all '
pos,'nm.. Bored and watching some of ur vids'
pos,'USER USER USER USER Thanks so much for all the blog header feedback!  My tweeps rock!'
pos,'I am a code monkey ... fortran god status restored '
pos,'playing with claire and schaeffer for the night '
pos,'I did mention Miss Manners in my snippy reply to the comment. '
pos,'#flylady #tcot #dontgo URL Sending our troops well wishes/gratitude w/ a few clicks of the mouse '
pos,'mah, eu l-as lansa dar nu pot dintr-un singur motiv pe care il stie doar USER . asta e, mai avem putina rabdare...'
pos,'Just figured out how to make Twitter update my Facebook status. '
pos,'Mornin! Doing good - worked til 12ish yday. All but 1 big deadline (for tomorrow) done. Lookin good!  And you?'
pos,'Sweet, thanks dude'
pos,'it was time to cleanse ur sins anyways ;) have a nice trip and letz see how well ur hindi aids u '
pos,'listening to \'heavy\' right now - hard driving $*(&#!   good writing tunes. '
pos,'I still have to download Home... I\'ll definitely do that some time tonight.  I\'m looking forward to seeing what all the hype is about.'
pos,'Archive.org is where I eventually found it.  Thanks!'
pos,' thanks  ( which news !?  )'
pos,'you should join me '
pos,'Thanks for the article.. I\'m going to read it today once I\'m done with my newsletter. Keep me posted with good articles! '
pos,'Thanks for the article.. I\'m going to read it today once I\'m done with my newsletter. Keep me posted with good articles! '
pos,'Just added the email address on the Utterli site and it works again. Strange, but it\'s all good. '
pos,'Happy birthday! A Christmas baby. How is that? '
pos,'if you were born here, it is in your blood '
pos,'Fiddled with website URL  Off to bed ... busy day tomorrow.  Night all '
pos,'LOL! I\'m the anti-stereotypical, outdoor, fitness-loving Hacker! But seriously, I\'m constantly searching for balance... '
pos,'Starting the wrapping of my christmas presents for the family *&lt;} (Smiley witha santa hat )'
pos,'dreaming. reading. being super happy  and its all cuz of YOU'
pos,'USER  If S.A. GreenCamp was similar, then this could be a good precident to follow.  Just add the #greencamppdx tag. '
pos,'diky! Jools a Jops jsou zpet '
pos,'LOL- one of the headlines we were toying with was \"Fasten Your Seatbelt\".  But it sounded kinda arrogant.  Guess not.  '
pos,'you could not help me or leave me in the dressing room half naked like the guy at H&M did the other day...'
pos,'Yes. Your next homebuyer or home seller '
pos,'I do that too, then get all confused because of the backwardness of the convo ...  ps thanks for the follow!'
pos,'Full speed ahead, sailor! '
pos,'and i am now listening to music and about to watch a movie  hmm which oneeee gah decisions decisions D:'
pos,'yeah the end of bk1 has a chapter from his POV too '
pos,'Optional $15 gift exchange.  Not required or anything.'
pos,'Al Gore can kiss my REC credits\' ass: URL   I actually offset our whole bill'
pos,'yat direct deposit unexpectedly went thru sometime last night! good way to kick off the day '
pos,'yat direct deposit unexpectedly went thru sometime last night! good way to kick off the day '
pos,'tacos RULE.    and i decided sunday nights are now our taco nights, yay!  i think next week will be asian tacos.  YUM.'
pos,'Ligt nog in bed, maar als er echt veel mist is gaan we daar vanavond op projecteren '
pos,'uh, feel free to bring henry here '
pos,'learning about tanzania. \nkuwa na krismasi njemi kila mtu!!! '
pos,'bout\' myself. stuff I don\'t like.  Charlie is hauling off scrap iron to make xtra money. I SO love that man! Our 11-anniversary is 2morrow'
pos,' good night everyone.\n*19!*'
pos,'Try restarting it, if that dont work, turn the wifi on and off. If that dont work, dropping from a 4th floor wndow show work. '
pos,'Pick a venue and date that I can make. Publicise. Have fun! '
pos,'Yep caffiene aka creative juice! '
pos,'My pleasure '
pos,'heh, I don\'t know. This stuff happens to all services eventually. Either way, I love Twitter! '
pos,'yep  totally happy!  Just have to make sure I keep myself organized...cleaning my room now!'
pos,'you must feel hounded by me with all these follows, apologies '
pos,'Enjoying a Russian River Redemption at EJ Phair '
pos,'Just joking. I appreciate all of your vids '
pos,'Relaxing before I meet up w/the crazy fam  love them but were all crazy fun'
pos,'yeah - it will be there tomorrow morning... this episode is going to be LEGENDARY.. I\'m telling you, MILESTONE in a business '
pos,'Awww, garsh. t\'werent nothin\'  *blush*'
pos,'Gjelder bare å velge riktig programvare. '
pos,'p.s still waiting for the eBay replacement from Google '
pos,'At Olive Garden where it\'s warm and the breadsticks are nummy.  Have window seat as well and fun to people watch.'
pos,'If wishes were horses.... we\'d all be young and slender. Better to make the best of now. '
pos,'Goodnight twitters '
pos,'ah, i see, thanks for explaining  I have been wondering that all week'
pos,'I can\'t believe how focused I am for this all-nighter, and that\'s w/o soda or coffee to keep me awake. That\'s a first for me. '
pos,'nice one! You win  \'night..'
pos,'PIZZA!!!  I still love the stuff. Quick lunch for me. '
pos,'hope you both have a truly great trip. '
pos,'Thanks USER Those were some gorgeous photos. '
pos,'What you had a whole glass of sherry?  Well done '
pos,'USER USER good morning. '
pos,'7 AM is late to you? I\'m crying that I\'m up at 8 on a Saturday. Of course I was up until 2:30 AM working on book proposal '
pos,'7 AM is late to you? I\'m crying that I\'m up at 8 on a Saturday. Of course I was up until 2:30 AM working on book proposal '
pos,'Excited about tonight! Packing up at Tequila Bookworm now and heading home to my non-connected cave '
pos,'the link to purchase them? www.valslide.com - DM me if you need something else so I can get that over to you '
pos,'OHHHH! I love it when T.O. gets bashed! Makes my day '
pos,'i just went outside in the rain and washed my car  I got washed too  ;)'
pos,'Willpower can only get you so far: you also need to plan and organise yourself.  Willpower is short-lived!'
pos,'Thanx  Finally some decent sleep '
pos,'ohh cooool. hahah just tell me when its done  USER hahah youre always laughing at me! &gt;.&lt;'
pos,'Very cool presentation by Lee Brimelow of new Flash CS4. Gotta do the same...oops, gotta know ActionScript 3 first! Need USER '
pos,'Wow... Look at all the late night tweets : )'
pos,'Its snowing outside '
pos,'movie where Nicolas Cage drives ambulance was not as good as picking the navel lint from my belly button  I\'m just saying.'
pos,'Today is my 8 Year Anniversary! '
pos,'We can smell aroma of chili up here on 2nd floor. I think I\'m going to be hungry for lunch earlier today than normal. '
pos,'yup. i think so '
pos,'I hate wearing tennis shoes but they are just so damn practical...i haven\'t fallen down once'
pos,'Happy Thursday Tweeps! (Whoa, it\'s Thursday already...Wow) '
pos,'ok so I said it earlier and I had a few responses but I will say it again too. We are hiring. Interested hit me up with a DM '
pos,'That\'s cool! '
pos,'GASPS! '
pos,'Isnt Whole Foods uptown just the jam for that?  I love it. Like a real community marketplace '
pos,'Now trying to convince USER that its impossible to make a bad movie when you give Angelina Jolie a gun. Citing several examples. '
pos,'Now trying to convince USER that its impossible to make a bad movie when you give Angelina Jolie a gun. Citing several examples. '
pos,'Playing biker mice from mars... Ahhh the memories '
pos,'1,700 Subscribers! Thanks everyone! '
pos,'- Just a local radio station as far as I know. '
pos,'wtf betch you tweet like once a day!! *smack* hai '
pos,'Has anyone tried Slackware 12.2 yet? would be awesome to know your thoughts on the new release '
pos,'If you really DO want to follow Matisyahu, he\'s USER '
pos,'And a Merry Christmas to you too! I\'m sentimental on Christmas... Enjoy!! Peace, Good will toward everybody! '
pos,'TRS won! '
pos,'Hi all    Sold and re-listed sweet Dragonfly Note Cards:  URL'
pos,'Hackerspaces FTW! USER we love you. Thanks for mentioning Ductape Thanks also to USER USER and co from the #25c3 hackerspace panel'
pos,'is partying like a rockstar with Heather. '
pos,'brutal.  Look at it this way, at least you\'ll recover before xmas '
pos,'Calling Sweden, calling Sweden, England calling Sweden USER USER  HNY!'
pos,'It can. Believe me, it can. '
pos,'Just hit 50,014 words, I won my first NaNoWriMo!!!! I will finally sleep for the first time in a month! : )'
pos,'loving that thanksgiving day leftovers at her \'rents house include 2 new pairs of shoes '
pos,'Hey there.. long time no see.. good luck with ur work. '
pos,'have a good one too Con - see you in the new year for more fun and games! '
pos,'I don\'t think my soul would have any decent value for a trade in followers anyway.  '
pos,'Still at work thinking of what I should do when I get home '
pos,'is there a reason you only ever DM me :P i track replys a lot better DM\'s tend to go directly to spam  your lucky this time '
pos,'Giving all that \"to make good money\" '
pos,'Was wondering if I\'d inadvertently stumbled across Mr. Roche\'s biggest fan'
pos,'#flylady  I think my kids would ruin the feather duster!  Thought I would start small '
pos,'I\'m sure that quote has been used before, but I cited him because HE put it into the \"blog\" context. That made it funny '
pos,'you said you were ranty today and should post '
pos,'you said you were ranty today and should post '
pos,'great job man and you did pretty well at winning. If you have time, up my wins to 14 to include #65 '
pos,'I am at Lizzy\'s house! It is fun! : )'
pos,'I shall go check it out. '
pos,'I expect nothing but the worst from you tonight...go out there and make me proud  I want twitpics!'
pos,'I am one  URL Though, currently PollBol is down due to some error in .htaccess wich i have to fix'
pos,'exactly  of all the timelines you create, you can only live one.'
pos,'good how was it '
pos,'dat is nu eens origineel zie '
pos,'may i stalk you next time i go? Lol jk '
pos,'Saddest Song was the first one I thought of  Downloading some Annie Lennox now, to aid the misery '
pos,'Don\'t worry - I am keeping it on file for the next cool article that comes around. '
pos,'everyone with an xbox should get Castle Crashers... its epic and lots of laughs! well worth it! you should then add Malan1 to your mates! '
pos,'n yet u managed a D ... u r a genius '
pos,'has a Facebook promo code on their Facebook page go have a look and see what it\'s about '
pos,'Hello... sorry about last night.. I fell asleep.. didn\'t see that coming  When are you going to be back from Peru?'
pos,'thanks! I really like your logo by the way '
pos,'cud u manage to take a look at the mind map on social CRM I\'d shared yesterday?- URL '
pos,'about to watch some of my Christmas present, Carnival season one and two!!  Bummed they didn\'t make more! '
pos,'- Then I realised you weren\'t talking about turning cookies into pasta sauce. '
pos,'Wait. What\'s the soundtrack name?! '
pos,'I hardly drink, but I\'m always up for a partay. I party better when I\'m sober. '
pos,'Home sweet home  And I\'ll never have to see Dr. Philipose again, or my women\'s studies textsbooks '
pos,'Home sweet home  And I\'ll never have to see Dr. Philipose again, or my women\'s studies textsbooks '
pos,'sitting at the airport waiting for our flight home. byebye Cape Town and all the CT peeps! thanks for an unforgettable holiday! '
pos,'Gymboree 20\% off already reduced items  URL'
pos,'Just came back from popular buying management diary! Wow! Haha  I feel I need to be more organised.  Eaten ur lunch folks?'
pos,'Thanks right, keep living the dream... or dreaming the life... or dreaming the dream... '
pos,'January 12th '
pos,'oh good- I hope it helps! tough age, in my opinion, for gift giving '
pos,'and you are finally doing this now why LOL '
pos,'if only they appreciated all the stuff they get to do but they just think that\'s what life is like!'
pos,'it\'s been rocky, but I\'m staying positive!!   how about you?'
pos,'it\'s been rocky, but I\'m staying positive!!   how about you?'
pos,'//I would consider your tweets more like manna from heaven...I could never do without them. LOL '
pos,'I see Dead Like Me actors everywhere now. Maybe we can petition to bring it back? '
pos,'thinks Danny DeVito plays best as Penguin in Batman Returns. '
pos,'RTUSER USER BRING ON THE WB  Cannot wait to meet her!!'
pos,'Hey there tweets! Home from work now '
pos,'i know I succumbed to the lamest possible tweet ever. my apologies.  '
pos,'i know I succumbed to the lamest possible tweet ever. my apologies.  '
pos,'just noticed that grooveshark.com is using the new OpenX Marketplace which I helped develop '
pos,'I got the cutest dresses '
pos,'definitie viraal, prima   maar, \"agencies verwachten toename virale budgetten\", als je geld betaald voor die topplaats = ad.'
pos,'exploring home VPN possiblities... most likely going to use linux server to pull it off, network crashes abound tonight!! '
pos,'exploring home VPN possiblities... most likely going to use linux server to pull it off, network crashes abound tonight!! '
pos,'night night people  may the sheep be with you '
pos,'I think it\'s beef. But it\'s covered in tasty tomato and garlic so it could be soylent green for all I know'
pos,'order motostorm, you might have power before it arrives '
pos,'ahh.. good luck with it all anyway '
pos,'oh, goodie '
pos,'give Dave your regards '
pos,'Yeah, Wired is the big time! (Forget that old White Wolf gig   )'
pos,'oh gosh, my picture with you on facebook reunited me with Stanley Meises! He was such a big part of my childhood. '
pos,'Time for me to start on some no bake cookies and watch a movie with Monkey. See you all later! '
pos,'BTW - just passed the asp.net 3.5 (562) exam '
pos,'Got a quality bilingual site you\'d like to promote? Send me your PR with links and images in both languages. They\'ll be posted asap '
pos,'Got a quality bilingual site you\'d like to promote? Send me your PR with links and images in both languages. They\'ll be posted asap '
pos,'what kind of answer he was expecting anyway  URL'
pos,'Well... time to head out in the storm and go home for the weekend! Yikes!! California driver in UT weather... not a good thing '
pos,'Thanks.  I will. '
pos,'morning!  Back to work I go after a great Christmas !'
pos,'a beautiful Christmas to come :P morning '
pos,'Great luck...Nine West was having a sale.  Got them for 2/3 off.  I liked that!  In & out of mall by 10:30 = success!  '
pos,'via USER reminder that there shall b no cell meeting tonite. C u all soon. Luv ya '
pos,'good afternoon everyone have a great day '
pos,'you got checked on an early flight!!??!! wtf thats unheard of  Safe travels baby xox'
pos,'Yea I wish it would everything else does! I noticed it only updates on startup. Twitter search + refresh is the best!  #DCTH'
pos,'hey! thanks dude '
pos,'thanks for the follow i keep it calm and weird... you have been warned '
pos,'I believe I put a couple of scallop sushi in that list.  Enjoy, and let me know how you like everything!'
pos,'Aan de ouders van USER uitleggen wat alt.lønch is via iChat. Lijp! '
pos,'just watched YouTube video. Closer, by NIN. Perhaps NOT a good way to start the morning. Lol.  '
pos,'mines open year-round '
pos,' oh, did you ever ask your mom about coming?'
pos,'because there is no fun in not gambling w/ ur heart.  And... b/c they\'re stupid '
pos,'Nope, I don\'t use any tools--I am real old school'
pos,'Zeker doen '
pos,'oh yeah wow i can see that.. looks really neat!  and thank you'
pos,'I was just shushed by a patron!!!  (I really don\'t think I was talking very loudly!  '
pos,'you just LOVE pool tables don\'t you? '
pos,'CONGRATULATIONS! So exited for you '
pos,'always Star Trek, i haven\'t actually watched any Star Wars film,  i really should do that one day.  '
pos,'The good people at Agape Baptist in Pinson, AL have called me as their pastor  - Twitter should be more interesting in the coming weeks!  '
pos,'as well as i am battling them at wrk. They do not appriciate the rain thus move in doors'
pos,'nice to know the computer mouse is a Sagittarius '
pos,'I Posted A Video Response To Ur 51 Things Video  x'
pos,'I Posted A Video Response To Ur 51 Things Video  x'
pos,'week from today = WE THE KINGS HOMETOWN SHOW. eeeek!!! '
pos,'It\'s fixed now '
pos,'that\'s because I\'m livingin your pants '
pos,'It\'s prime time and It\'s Christmas Eve. I\'m off for some good times.  Enjoy everyone. May the spirit be with you '
pos,'Wakker worden met chille muziekjes en lekker ontbijt. Nu even douchen en dan richting Oosterwolde voor oud&nieuw-dingen, leuk! '
pos,'Playing hide & seek with carlees neice )))'
pos,'hi guys! '
pos,'Yes, I\'m excessively busy/stressed/mildly paniced  Check out USER intro URL'
pos,'I think I write 4 blogs... plus writing for work... Nah, 4 is not too many. '
pos,'I\'m in California too but at the other end of the state '
pos,'I\'m not kidding, I have 33 unread twitters. rehearsal isn\'t over till 5:30! I forgot got my jazz shoesz. so I\'s be dancing in mah sockies '
pos,'Wondering where my dad is? And is Karen STILL quilting??? ) I am finishing Halloween Hair Bows for all the little girls in the family!'
pos,'I get home tomorrow, I have your x-mas present, what is your week like? '
pos,'If it\'s just a few songs, that\'s not true love.  Also love Frank Sinatra, Harry Connick, Jr, Michael Buble. LOTS.'
pos,'Goodnight '
pos,'oooh ooooh how about a haiku? '
pos,'Thanks much.    I want to stay in shape this pregnancy.   #mmchallenge'
pos,'thikning about volunteering for the Waikiki Aquarium '
pos,'Is burning iDeneb while watching Epic Gear '
pos,'i think if USER actually did as much laundry as she tweets about, all the laundry would always be done! Procrastanator! '
pos,'sounds good. I\'m making trifle for xmas morn breakfast and listening to a storm roll in. best wishes to you for season. '
pos,'Awww, good feedback always gives me a warm and fuzzy!   Good job!'
pos,'URL - USER was this you?  (Spotted this evening on my way back from USER'
pos,'lol - theyre mine baby! passionfruit and vodka  rasberry and vodka is another fave of mine.'
pos,'Possible new part-time girl for radio is looking GOOD '
pos,'Possible new part-time girl for radio is looking GOOD '
pos,'There\'s been enough peer pressure that I think I\'m going to add the daily digest config '
pos,'yes.  for me, the first hour of the morning often defines the rest of the day. So i prefer to start with work. You?'
pos,'good weather for drinking beer'
pos,'Sure, give me your Credit Crad number!  '
pos,'Finally a day to focus on Christmas today! '
pos,'it would be great to learn about your new project. You can hit me up via e-mail for more than 140 characters, as you know. '
pos,'SHHH its thirsty thirsday somewhere  lets drink someimte fool'
pos,'I had 10 yrs of Veggie tales and I miss those days!! My boys still sing the lessons they learned. '
pos,'ok, that was actually a really good conversation. she is coming in for a coffee '
pos,'Hey. Just a folder 2 show all work you\'ve done in class. using linking pages, etc...more time consuming then anything. '
pos,'a smile from ear to ear is nothing to consider as wrong '
pos,'good to know.  when you said shake, I wondered.'
pos,'you got that, i got time for a couple more \'09 resolutions '
pos,'Dancing with our pups. '
pos,'thanks. '
pos,'She\'s chowing down on a fresh orange as we speak '
pos,'Yes, we must be!  I was in the military for a few years and remember spending Christmas away from home.  it is tough at times'
pos,'Okay, so I\'m getting ready to leave the house in a little bit to head out to my friend\'s restaurant in Seattle for brunch!  I\'m so hungry!'
pos,'It seemed like a happy screech. Hard to tell though. '
pos,'Punchout! ........ \"Left, left,left,left,left,left,left... knock him out!\" Now that\'s gaming '
pos,'Absolutt. '
pos,'watching VIVA LA BAM '
pos,'Wedding booked! New years cards arrived! Gift certificate picked up! Paella pan shipped for Levi! Good day so far '
pos,'\"Lexicorp we own your smile \"'
pos,'Why thankyou '
pos,'.. puas2in deh indo  USER ...biasain ntar winter di cols  mlm ini feels like-21F..brrrrrrr.. angin kenceng lagi 28mph..'
pos,'Ooh, thanks for that '
pos,'URL - yikes! agreed... WAY too cold there! '
pos,'Wow! We have tried a couple of times creating faux gingerbread houses using grahm crackers, but it doesn\'t usually work well. '
pos,'Pretty good...getting really sleepy though. Tree is decorated '
pos,'Where\'s my BFF? OMG!\nShe\'s on her way to TX...I Wish.....'
pos,'interesting...u retired now? '
pos,'Driveway is shoveled, steps and deck are shoveled, birds and squirrels are fed, the dog is walked and fed - time to bake more cookies!  '
pos,'USER Thank you too  I tried including everyone\'s name (from past 4 pages) but it kept getting \"erased\"'
pos,'No, AT&T does NOT offer the iPhone in VT and in fact last I checked had no coverage in most of VT. '
pos,'\"Sometimes being a bitch is all a woman has to hold onto.\"\n— Stephen King .... '
pos,'Can\'t wait for 2009 to arrive huh? '
pos,'Time to start my holidays Feliz Navidad all '
pos,'Heading back thru traffic after an awesome producer\'s session for a pilot!  they had me read for another, larger role. Squee!'
pos,'Jack! Picture! '
pos,'You, too!  I hope you have a fabulous one and a Happy New Year '
pos,'als USER 4 uur wil wandelen, moet ik mijn zus vragen of we om een uur of 8 aan tafel kunnen  (uurtje chocomelk)'
pos,'Head to Dr Okai for retreat.  Can\'t wait. '
pos,'I would take our mini dachshund with us shopping...if we could!    It\'s better than him sitting in his crate...yipping!  '
pos,'- Enjoy all your nummy foods & fun & hot babes & cold beer.    I\'ll be in Tempe, quietly wrapping some gifts...eventually.'
pos,'I picked up the new avatar at www.tektek.org/ '
pos,'block view of the blinds - or the view the blinds should be blocking '
pos,'I got it. '
pos,'The irony! & goodnight '
pos,'you need experience in normality to appreciate an altered state - and experience in altered states to appreciate normality '
pos,'Walking on the beach....freezing. Sarah let her hair down so it could sway in the wind'
pos,'That sounds so great! I think a lot of folks are giving homebaked treats this year--gotta love it'
pos,'Hi USER  How lucky are you! Living in Hawaii.  We were there about 3 years ago.  Had lots of fun. Thanks for following me.'
pos,'I like your frame better. '
